Testing methods
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
TotalAmount ; 0.000000 ; 1.000000
TotalAmount ; 33.300000 ; 34.300000
TotalAmount ; 66.600000 ; 67.600000
TotalAmount ; 99.900000 ; 100.900000
TotalAmount ; 133.200000 ; 134.200000
Linear ; 0.800000 ; 290.586637 ; 18359.856659 ; 29029.482868
Linear ; 0.800000 ; 314.463755 ; 13188.353070 ; 20852.617567
Linear ; 0.900000 ; 358.803794 ; 27295.162949 ; 22393.298097
Linear ; 0.900000 ; 267.509538 ; 37441.402388 ; 30717.401702
Linear ; 0.900000 ; 346.677194 ; 30029.209848 ; 24636.344871
Linear ; 0.920000 ; 349.656039 ; 13704.088904 ; 23659.978805
Linear ; 0.920000 ; 318.016690 ; 18052.589131 ; 31167.622978
Linear ; 0.920000 ; 319.499952 ; 14363.699232 ; 24798.789746
Linear ; 0.940000 ; 372.564328 ; 22246.588305 ; 24486.799528
Linear ; 0.940000 ; 273.158757 ; 28615.000620 ; 31496.505175
Linear ; 0.940000 ; 328.259248 ; 23343.369379 ; 25694.025460
Linear ; 0.960000 ; 349.487996 ; 24581.938626 ; 25281.089913
Linear ; 0.960000 ; 272.053519 ; 30917.098856 ; 31796.432654
Linear ; 0.960000 ; 337.609882 ; 25640.440676 ; 26369.697525
Linear ; 0.980000 ; 370.751190 ; 27237.533082 ; 26440.163894
Linear ; 0.980000 ; 291.683865 ; 33162.127851 ; 32191.318237
Linear ; 0.980000 ; 336.134582 ; 28509.225653 ; 27674.628112
Linear ; 0.400000 ; 350.181230 ; 6988.874955 ; 11909.515366
Linear ; 0.400000 ; 287.237520 ; 12144.610848 ; 20695.237852
Linear ; 0.400000 ; 333.306063 ; 7167.433418 ; 12213.791057
Linear ; 0.500000 ; 341.105526 ; 25499.880816 ; 12749.940408
Linear ; 0.500000 ; 267.560648 ; 45859.268118 ; 22929.634059
Linear ; 0.500000 ; 307.226651 ; 28004.348761 ; 14002.174380
Linear ; 0.600000 ; 353.517453 ; 7067.990249 ; 14538.031334
Linear ; 0.600000 ; 260.440319 ; 12171.688013 ; 25035.742195
Linear ; 0.600000 ; 301.728498 ; 7844.576064 ; 16135.377752
Linear ; 0.700000 ; 353.102612 ; 25880.240770 ; 16833.638405
Linear ; 0.700000 ; 276.438731 ; 41826.587485 ; 27205.838451
Linear ; 0.700000 ; 327.397855 ; 28175.735839 ; 18326.728609
Linear ; 0.800000 ; 372.127346 ; 17130.504768 ; 19152.486792
Linear ; 0.800000 ; 283.658218 ; 25923.546840 ; 28983.406805
Linear ; 0.800000 ; 298.238906 ; 19086.150318 ; 21338.965012
Linear ; 0.900000 ; 350.841103 ; 24203.961751 ; 22515.989523
Linear ; 0.900000 ; 290.552752 ; 33116.981094 ; 30807.419339
Linear ; 0.900000 ; 321.264447 ; 26260.758705 ; 24429.346482
Linear ; 0.920000 ; 371.674501 ; 12539.485555 ; 23779.288208
Linear ; 0.920000 ; 272.180859 ; 16444.340491 ; 31184.270694
Linear ; 0.920000 ; 332.010157 ; 13263.683827 ; 25152.623609
Linear ; 0.940000 ; 379.592361 ; 11620.535665 ; 24225.832246
Linear ; 0.940000 ; 295.304949 ; 15099.406432 ; 31478.384283
Linear ; 0.940000 ; 328.098281 ; 12648.248652 ; 26368.349866
Linear ; 0.960000 ; 390.369810 ; 32102.363023 ; 25573.625558
Linear ; 0.960000 ; 292.407407 ; 39999.610530 ; 31864.790184
Linear ; 0.960000 ; 305.751849 ; 33598.449099 ; 26765.448885
Linear ; 0.980000 ; 370.269541 ; 22977.732172 ; 26276.041612
Linear ; 0.980000 ; 274.822186 ; 28105.554145 ; 32139.930291
Linear ; 0.980000 ; 327.197326 ; 23928.941435 ; 27363.791004
Linear ; 0.400000 ; 330.927841 ; 6393.224241 ; 11388.335547
